"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Bcl2a1a.3",3.86379050807632e-188,2.01926537092809,0.562,0.024,7.89024659654266e-184,"Mac_3","Bcl2a1a"
"Stap1.3",3.3824556325234e-186,2.16239807178512,0.616,0.03,6.90731264717603e-182,"Mac_3","Stap1"
"Itgb2.4",5.00912254075806e-186,2.67277532668959,0.863,0.062,1.0229129140482e-181,"Mac_3","Itgb2"
"Plbd1.2",1.58583109218695e-184,1.81451407197744,0.644,0.032,3.23842567335497e-180,"Mac_3","Plbd1"
"Ncf4.4",2.69159685008524e-184,1.7079783304841,0.726,0.042,5.49650992755906e-180,"Mac_3","Ncf4"
"Spi1.2",1.36665576149585e-181,2.49444883680099,0.904,0.068,2.79084773055068e-177,"Mac_3","Spi1"
"Cd300c2.2",3.41089483924194e-181,2.29986132709497,0.767,0.048,6.96538835121597e-177,"Mac_3","Cd300c2"
"Pmaip1.2",5.94857729671928e-181,1.9378410419634,0.589,0.028,1.21475896976304e-176,"Mac_3","Pmaip1"
"Ceacam1.2",1.47436931547859e-179,2.02289398805261,0.575,0.027,3.01080957913882e-175,"Mac_3","Ceacam1"
"Havcr2.2",8.70936146270691e-179,1.23253092949994,0.479,0.018,1.77853870429938e-174,"Mac_3","Havcr2"
"Ncf2.2",3.28171126569785e-175,2.21480967561889,0.836,0.06,6.70158257568159e-171,"Mac_3","Ncf2"
"Selplg.4",1.43700036854073e-169,1.63992015129006,0.795,0.054,2.93449845259702e-165,"Mac_3","Selplg"
"Gngt2.6",3.93782330976593e-168,3.59323915968539,0.945,0.086,8.04142898087301e-164,"Mac_3","Gngt2"
"Ctss.9",6.26172214479195e-168,3.31479052723358,0.986,0.09,1.27870627918796e-163,"Mac_3","Ctss"
"Gpr132.3",1.66761083724969e-167,1.06826437319122,0.452,0.017,3.4054280907476e-163,"Mac_3","Gpr132"
"Csf3r",2.24392534155333e-167,0.922485270652265,0.356,0.011,4.58231993998606e-163,"Mac_3","Csf3r"
"Plac8.3",9.67077739171966e-167,4.45862818518124,0.904,0.079,1.97486945116307e-162,"Mac_3","Plac8"
"Ms4a6b.2",1.87148477426766e-166,2.20480042528639,0.877,0.066,3.82175905753198e-162,"Mac_3","Ms4a6b"
"Cd53.5",2.33862995410048e-164,2.3874230724006,0.918,0.077,4.7757162292686e-160,"Mac_3","Cd53"
"Bcl2a1d.4",1.15905709518614e-163,2.30665119799474,0.616,0.034,2.36691049407961e-159,"Mac_3","Bcl2a1d"
"Rac2.4",1.95609794103415e-162,2.12907751090473,0.781,0.055,3.99454760538584e-158,"Mac_3","Rac2"
"Tyrobp.12",7.91430569160923e-162,3.70672002620491,1,0.101,1.61618036528352e-157,"Mac_3","Tyrobp"
"Ptpre.4",2.36009967122167e-160,2.04205197947417,0.74,0.051,4.81955953860178e-156,"Mac_3","Ptpre"
"Fcer1g.12",4.40747076323735e-158,3.85156057729311,1,0.103,9.00049604560699e-154,"Mac_3","Fcer1g"
"Clec4d.1",1.97998780236707e-157,0.854628763972505,0.37,0.012,4.04333309121378e-153,"Mac_3","Clec4d"
"Fyb.4",6.12888946959981e-156,2.74150738561243,0.849,0.071,1.25158051858698e-151,"Mac_3","Fyb"
"Tifab.2",7.49052599978773e-156,0.965154626509416,0.425,0.016,1.52964031441665e-151,"Mac_3","Tifab"
"Gm19951",2.41503458612758e-154,0.365565976598146,0.151,0.002,4.93174212833113e-150,"Mac_3","Gm19951"
"Fpr1",6.43702826212808e-154,0.915346499292125,0.219,0.004,1.31450554140918e-149,"Mac_3","Fpr1"
"Cxcr4.4",3.0158506012496e-153,1.80463378993836,0.685,0.045,6.1586685128118e-149,"Mac_3","Cxcr4"
"Itga4.3",7.20168464121379e-152,2.77245665983017,0.863,0.078,1.47065602058227e-147,"Mac_3","Itga4"
"Nfam1.2",1.52270446555872e-151,1.5224033096762,0.671,0.043,3.10951478911746e-147,"Mac_3","Nfam1"
"Laptm5.10",3.7466520337109e-148,2.80792819704285,0.959,0.093,7.65103811804103e-144,"Mac_3","Laptm5"
"Il10ra.2",1.12463665354658e-146,1.43170242357112,0.616,0.037,2.29662051020747e-142,"Mac_3","Il10ra"
"Rasgrp1.3",3.52636924593837e-146,0.850624229164456,0.356,0.012,7.20119863713075e-142,"Mac_3","Rasgrp1"
"4833407H14Rik",1.19142042922432e-145,0.385077605199998,0.123,0.001,2.43299965851898e-141,"Mac_3","4833407H14Rik"
"Pld4.2",3.75792891479893e-144,1.83141306094912,0.781,0.061,7.67406663691089e-140,"Mac_3","Pld4"
"Cx3cr1.1",3.88950431022161e-144,1.66429636792333,0.589,0.034,7.94275675190355e-140,"Mac_3","Cx3cr1"
"Lcp1.9",2.59702220954805e-143,2.69398823906243,0.932,0.089,5.30337905411807e-139,"Mac_3","Lcp1"
"Ikzf1.4",3.45567985973956e-143,1.59162847812184,0.63,0.041,7.05684384157414e-139,"Mac_3","Ikzf1"
"Plek.9",4.55975633390799e-143,2.81333535821669,0.932,0.094,9.3114784094735e-139,"Mac_3","Plek"
"Cd177",1.21986327513367e-141,0.312223712606709,0.137,0.002,2.49108279415047e-137,"Mac_3","Cd177"
"Csf1r.3",1.9286721490326e-141,2.28659094480763,0.904,0.08,3.93854139553948e-137,"Mac_3","Csf1r"
"Plcg2.3",6.32763745014465e-139,1.21245723224747,0.548,0.031,1.29216684369404e-134,"Mac_3","Plcg2"
"Themis2.2",4.91014111479794e-138,1.29248041353161,0.548,0.031,1.00269991705289e-133,"Mac_3","Themis2"
"Bcl2a1b.4",2.44177997689023e-136,2.45869627561275,0.712,0.054,4.98635889080753e-132,"Mac_3","Bcl2a1b"
"Tlr13.1",1.35110432525469e-135,1.18546718047513,0.452,0.022,2.7590901426026e-131,"Mac_3","Tlr13"
"Osm.2",2.94472709376731e-135,1.58776646011608,0.397,0.017,6.01342719818222e-131,"Mac_3","Osm"
"Gmfg.4",3.8370998296969e-135,1.97531482715656,0.795,0.068,7.83574156222404e-131,"Mac_3","Gmfg"
"Mmp8",4.51677252009099e-135,0.427759669040601,0.151,0.002,9.22370116327781e-131,"Mac_3","Mmp8"
"Snx20.4",3.66949958832858e-134,1.30371667264932,0.603,0.039,7.4934851093258e-130,"Mac_3","Snx20"
"Il27",4.34004575394578e-132,0.469669813618856,0.137,0.002,8.86280743413267e-128,"Mac_3","Il27"
"Sell.1",1.46516681302164e-131,0.99075113661578,0.205,0.004,2.9920171488715e-127,"Mac_3","Sell"
"Naip2.2",1.67902128682634e-130,0.932832505769551,0.425,0.02,3.42872936982807e-126,"Mac_3","Naip2"
"Ifi209.3",2.09688427234143e-129,1.3503733801384,0.466,0.024,4.28204737254843e-125,"Mac_3","Ifi209"
"Pik3ap1.3",2.52230934055504e-129,1.47281059680655,0.562,0.036,5.15080790434745e-125,"Mac_3","Pik3ap1"
"Susd3.3",4.58621133903403e-128,1.04276334929953,0.425,0.02,9.3655021754414e-124,"Mac_3","Susd3"
"Arhgap30.4",4.61724001353003e-128,1.75073535800522,0.685,0.053,9.42886583162968e-124,"Mac_3","Arhgap30"
"Gm6377.2",1.14010124362296e-127,1.69389211242575,0.575,0.037,2.32820074960244e-123,"Mac_3","Gm6377"
"Abi3.3",1.21039418888208e-125,1.42273920854078,0.493,0.028,2.4717459731161e-121,"Mac_3","Abi3"
"Pirb.2",2.11651149391096e-125,1.90469029552376,0.699,0.057,4.32212812171558e-121,"Mac_3","Pirb"
"Ccl6.2",1.0691381361545e-124,1.67952220178322,0.849,0.08,2.1832869878411e-120,"Mac_3","Ccl6"
"Dock2.4",1.13819085424519e-124,1.65504840746069,0.685,0.054,2.3242995434541e-120,"Mac_3","Dock2"
"Pilrb1",7.15020131720193e-121,0.961916327298181,0.301,0.011,1.46014261098581e-116,"Mac_3","Pilrb1"
"Gm36161",1.92536225616007e-119,0.673147771193793,0.247,0.007,3.93178226330447e-115,"Mac_3","Gm36161"
"Alox5ap.10",2.85584361929565e-119,2.46993085123199,0.877,0.096,5.83191825496365e-115,"Mac_3","Alox5ap"
"Lyn.11",1.06082198603483e-118,2.42080855749608,0.904,0.109,2.16630457768173e-114,"Mac_3","Lyn"
"Arl5c.2",4.00964981555619e-118,1.13657353146038,0.466,0.027,8.1881058883473e-114,"Mac_3","Arl5c"
"Clec12a.2",5.73831424520698e-118,1.39176754229562,0.575,0.04,1.17182115201372e-113,"Mac_3","Clec12a"
"Slpi",6.41477844584613e-118,0.994508915228423,0.219,0.006,1.30996190642624e-113,"Mac_3","Slpi"
"Ptk2b.5",1.01305309391672e-116,1.51132173827626,0.562,0.04,2.06875572308733e-112,"Mac_3","Ptk2b"
"Gsap.2",1.83584934040013e-116,1.17505846340981,0.507,0.032,3.74898793803111e-112,"Mac_3","Gsap"
"Slfn2.7",6.05387428609797e-116,2.45659831479542,0.822,0.088,1.23626166796407e-111,"Mac_3","Slfn2"
"Tnfrsf1b.4",1.6853980581113e-114,2.13700667153719,0.808,0.09,3.44175137446908e-110,"Mac_3","Tnfrsf1b"
"Slfn1.1",4.90067000396383e-114,0.813110389242686,0.288,0.01,1.00076582150945e-109,"Mac_3","Slfn1"
"Tnip3.2",5.46982969036478e-113,1.59281100206186,0.411,0.021,1.11699392106939e-108,"Mac_3","Tnip3"
"Scnn1a",1.96035094830656e-112,0.774987821318013,0.192,0.005,4.00323267153683e-108,"Mac_3","Scnn1a"
"Tlr7.1",1.13258864238843e-110,1.33087892048081,0.562,0.04,2.31285926662141e-106,"Mac_3","Tlr7"
"Cyfip2.3",7.70752954372267e-108,1.33388036895182,0.466,0.029,1.57395460812361e-103,"Mac_3","Cyfip2"
"C130050O18Rik",2.02082920235821e-107,0.423772581861314,0.178,0.004,4.1267353141357e-103,"Mac_3","C130050O18Rik"
"Slc2a6.1",7.08088743112208e-107,0.683527908699328,0.247,0.008,1.44598802230944e-102,"Mac_3","Slc2a6"
"Cd68.2",9.06898316459537e-107,1.72048987628005,0.767,0.077,1.85197705204202e-102,"Mac_3","Cd68"
"Lilrb4a.2",1.32931219932893e-105,1.55690861478042,0.63,0.053,2.71458844224961e-101,"Mac_3","Lilrb4a"
"Skint3",3.14058929746108e-105,0.484983567580441,0.123,0.002,6.41339740434527e-101,"Mac_3","Skint3"
"Nlrp3.2",1.52023883326791e-104,1.2810481992563,0.521,0.036,3.1044797214164e-100,"Mac_3","Nlrp3"
"Cd300lb",1.94572251254721e-100,0.640417862865414,0.247,0.009,3.97335994287266e-96,"Mac_3","Cd300lb"
"Oas3",3.37143695368537e-100,0.645534230890531,0.247,0.009,6.8848114031209e-96,"Mac_3","Oas3"
"Pla2g7.2",9.81627949216574e-100,1.93976051794848,0.699,0.069,2.00458243509517e-95,"Mac_3","Pla2g7"
"Was.4",1.67249647910834e-98,0.979289995766485,0.479,0.033,3.41540505998713e-94,"Mac_3","Was"
"Lilr4b.2",1.62357390543861e-97,1.72307820357082,0.671,0.063,3.31550027229618e-93,"Mac_3","Lilr4b"
"Epsti1.4",4.36940893033229e-97,1.24366422326014,0.589,0.05,8.92276997663157e-93,"Mac_3","Epsti1"
"Cd48.4",1.59740223446623e-96,1.42438714751239,0.644,0.06,3.26205510300348e-92,"Mac_3","Cd48"
"Lgals3.11",1.94067006306932e-96,2.86176346599037,0.945,0.152,3.96304233579385e-92,"Mac_3","Lgals3"
"Traf3ip3.3",3.50713349196306e-96,0.562690892928909,0.247,0.009,7.16191730393776e-92,"Mac_3","Traf3ip3"
"Ncf1.2",3.96984294329366e-96,1.18598082905985,0.644,0.058,8.10681627449998e-92,"Mac_3","Ncf1"
"Cd300ld.2",8.27805242851713e-96,1.72612251711951,0.548,0.045,1.69046108642748e-91,"Mac_3","Cd300ld"
"Irf5.2",2.07295628628708e-95,1.2432415211185,0.616,0.057,4.23318403222685e-91,"Mac_3","Irf5"
"Hcls1.4",2.25772291875075e-94,1.47455226227338,0.671,0.068,4.61049597238091e-90,"Mac_3","Hcls1"
"Ptafr.2",1.53820001592692e-93,1.33734698833447,0.562,0.047,3.14115825252437e-89,"Mac_3","Ptafr"
"Eno3",2.70718811225379e-93,1.59446659551473,0.411,0.026,5.52834884403346e-89,"Mac_3","Eno3"
"Plaur.2",2.05425461882491e-92,1.85113283313997,0.699,0.08,4.19499335710234e-88,"Mac_3","Plaur"
"Csf2rb.3",5.98768726309368e-92,1.39135207422041,0.507,0.04,1.22274561599636e-87,"Mac_3","Csf2rb"
"Tnf.2",9.06495273386729e-92,1.60489990693416,0.534,0.043,1.85115399778304e-87,"Mac_3","Tnf"
"Itgam.2",6.01928447613937e-91,1.44835879978804,0.603,0.055,1.22919808287242e-86,"Mac_3","Itgam"
"Ccr2.4",1.36809348885271e-90,2.06822439528328,0.397,0.025,2.79378371358612e-86,"Mac_3","Ccr2"
"Nckap1l.3",1.53307817403895e-90,1.16065486164167,0.589,0.053,3.13069893920493e-86,"Mac_3","Nckap1l"
"Dusp5.4",1.88639089172702e-90,2.02795854293296,0.603,0.059,3.85219883999575e-86,"Mac_3","Dusp5"
"Relt.1",4.48063244225539e-90,0.76202798949915,0.274,0.012,9.14989951032974e-86,"Mac_3","Relt"
"Il1rn.1",7.01594883000113e-90,1.10894876106694,0.247,0.01,1.43272691057453e-85,"Mac_3","Il1rn"
"Stk10.5",1.93662506169365e-89,2.10609081163586,0.63,0.067,3.9547820384846e-85,"Mac_3","Stk10"
"Itgb7.3",1.52817979698019e-88,0.739517448453809,0.274,0.012,3.12069596341325e-84,"Mac_3","Itgb7"
"Ptpn18.12",1.12960025054322e-87,1.65786100318517,0.795,0.098,2.3067566716343e-83,"Mac_3","Ptpn18"
"Il2rg.6",1.20603199333665e-87,1.32516494222311,0.493,0.039,2.46283793359278e-83,"Mac_3","Il2rg"
"Syk.3",3.84519992958688e-87,1.49456188594943,0.685,0.077,7.85228277620936e-83,"Mac_3","Syk"
"Krt80.2",8.47411095453851e-87,1.45716367689995,0.493,0.041,1.73049819802631e-82,"Mac_3","Krt80"
"Serpina3g.3",1.06021899505406e-86,1.03154337731454,0.219,0.008,2.16507320979989e-82,"Mac_3","Serpina3g"
"Ms4a6d.1",1.09801196317426e-86,1.89683081734501,0.589,0.056,2.24225022999815e-82,"Mac_3","Ms4a6d"
"Srgn.14",1.31438552621534e-86,3.38590242407375,0.959,0.189,2.68410668308434e-82,"Mac_3","Srgn"
"Dpep2.1",5.98912841473179e-86,0.643934950424325,0.247,0.01,1.22303991357238e-81,"Mac_3","Dpep2"
"Cd300lf",7.71553221785931e-86,0.613560600478491,0.205,0.007,1.57558883420905e-81,"Mac_3","Cd300lf"
"Neurl3.4",9.51264199619238e-85,1.21736608398712,0.548,0.05,1.94257662204245e-80,"Mac_3","Neurl3"
"Ccrl2.12",1.84903206753539e-84,2.99695810590664,0.904,0.163,3.77590838511403e-80,"Mac_3","Ccrl2"
"Lyz2.12",3.58803699503481e-84,3.60145487244307,0.945,0.17,7.32713034756059e-80,"Mac_3","Lyz2"
"Ucp2.14",3.80607107290755e-84,2.32210839817184,0.932,0.154,7.77237773798452e-80,"Mac_3","Ucp2"
"Adssl1.1",6.23640276812687e-84,1.28304633919746,0.521,0.047,1.27353580927919e-79,"Mac_3","Adssl1"
"Clec2i",2.70354417017074e-83,0.485078715890688,0.164,0.005,5.52090754990566e-79,"Mac_3","Clec2i"
"Fmnl1.5",3.18801613439971e-83,1.29952597783382,0.644,0.072,6.51024774805765e-79,"Mac_3","Fmnl1"
"Smpdl3b.1",3.34090333936298e-83,1.40927375514685,0.411,0.029,6.82245870931315e-79,"Mac_3","Smpdl3b"
"Marchf1.2",3.822703529856e-83,1.0911032641035,0.521,0.045,7.80634287831894e-79,"Mac_3","Marchf1"
"Otulinl.3",5.00241128795964e-83,1.02106282927308,0.507,0.043,1.02154240911424e-78,"Mac_3","Otulinl"
"Nrros.2",2.83794534987992e-82,1.4120641139904,0.575,0.056,5.79536819898978e-78,"Mac_3","Nrros"
"Slc15a3.2",1.41571489894378e-81,1.44657241575289,0.521,0.047,2.8910313951331e-77,"Mac_3","Slc15a3"
"Aim2.2",1.54504113380666e-81,0.882616558693742,0.342,0.02,3.15512849934658e-77,"Mac_3","Aim2"
"Limd2.4",2.34074258729884e-81,1.54533581701447,0.562,0.057,4.78003043752297e-77,"Mac_3","Limd2"
"Adap1",5.90131128165763e-81,0.918582012474474,0.329,0.019,1.2051067768273e-76,"Mac_3","Adap1"
"Zbp1.4",5.5681694509631e-80,1.26115814261016,0.534,0.051,1.13707588358117e-75,"Mac_3","Zbp1"
"Lrrc25.2",1.23659657739663e-79,0.9432764223632,0.438,0.034,2.52525387070167e-75,"Mac_3","Lrrc25"
"Ltb4r1.2",2.9710893284517e-79,0.730842011533896,0.274,0.013,6.06726151763122e-75,"Mac_3","Ltb4r1"
"Cd14.3",6.89835382582904e-79,2.07837006276375,0.685,0.084,1.40871283477255e-74,"Mac_3","Cd14"
"Cyrib.11",7.61755540523741e-79,2.23410554734945,0.904,0.178,1.55558098930353e-74,"Mac_3","Cyrib"
"Sash3.4",5.7672201131974e-78,0.815512809395936,0.315,0.018,1.17772401931604e-73,"Mac_3","Sash3"
"Tmem51.2",2.62675056315113e-77,1.02658538533242,0.37,0.025,5.36408732501091e-73,"Mac_3","Tmem51"
"Cd274.2",6.3798762752786e-77,1.51837140025245,0.438,0.036,1.30283453417464e-72,"Mac_3","Cd274"
"Sh2d1b1.1",4.52666127478586e-76,0.802656416287022,0.205,0.008,9.24389498924021e-72,"Mac_3","Sh2d1b1"
"Abcg1.6",1.38035928014083e-75,1.5675617920863,0.507,0.048,2.81883168597558e-71,"Mac_3","Abcg1"
"Dna2.1",3.17940039462476e-73,0.319857324799838,0.192,0.007,6.49265354586323e-69,"Mac_3","Dna2"
"Ptpro.2",4.56654123300869e-73,0.886369463211928,0.438,0.037,9.32533385192704e-69,"Mac_3","Ptpro"
"Lpcat2.2",9.00475702361279e-73,0.929787883721001,0.438,0.037,1.83886143179197e-68,"Mac_3","Lpcat2"
"Slc11a1.3",9.00943280981131e-73,1.49086686065716,0.575,0.066,1.83981627409157e-68,"Mac_3","Slc11a1"
"Ly86.2",2.44500135000939e-72,1.69227288663844,0.603,0.068,4.99293725685417e-68,"Mac_3","Ly86"
"Atp8b4.4",2.83843054779043e-72,0.728139445583763,0.301,0.018,5.79635902164284e-68,"Mac_3","Atp8b4"
"AI662270.4",8.37779598189324e-72,1.08111056809236,0.438,0.038,1.71082971746242e-67,"Mac_3","AI662270"
"Tpd52.6",4.07572723006044e-71,2.1968487530657,0.863,0.177,8.32304257650643e-67,"Mac_3","Tpd52"
"Cers6.1",4.33600224443293e-70,1.31014957811489,0.562,0.066,8.85455018335649e-66,"Mac_3","Cers6"
"Slamf8.1",5.91477932379152e-70,0.465090724947229,0.219,0.01,1.20785708571147e-65,"Mac_3","Slamf8"
"Dok3.1",9.74931042437241e-70,0.830648211843295,0.356,0.026,1.99090668176109e-65,"Mac_3","Dok3"
"Olr1",1.24868938757894e-68,0.393298515500044,0.11,0.002,2.54994859837496e-64,"Mac_3","Olr1"
"Rassf5.4",1.37079139648713e-68,1.2061497768859,0.521,0.057,2.79929311076636e-64,"Mac_3","Rassf5"
"Gm15987.2",1.37636176916558e-68,0.769720975770039,0.274,0.016,2.81066836881303e-64,"Mac_3","Gm15987"
"Cd83.2",2.45809398748979e-68,1.76504181781157,0.616,0.076,5.0196737318529e-64,"Mac_3","Cd83"
"Clec4n.1",4.02974729697062e-68,0.950140468170268,0.329,0.022,8.22914695514371e-64,"Mac_3","Clec4n"
"B4galnt1.3",7.9829369215645e-68,0.840825833069498,0.397,0.033,1.63019554875269e-63,"Mac_3","B4galnt1"
"Il17ra.2",1.16471929454209e-67,1.70219758790895,0.685,0.103,2.37847327138439e-63,"Mac_3","Il17ra"
"Calhm6.1",1.72565061312969e-67,1.32642694831537,0.329,0.023,3.52395111707214e-63,"Mac_3","Calhm6"
"Grk3.2",6.5571997392423e-67,1.8199623303571,0.589,0.077,1.33904575875067e-62,"Mac_3","Grk3"
"Pik3r5.3",8.94357446100397e-67,0.581653862006902,0.315,0.021,1.82636734068162e-62,"Mac_3","Pik3r5"
"Cyth4.4",2.75776074323582e-66,1.11279140719649,0.562,0.063,5.63162321376187e-62,"Mac_3","Cyth4"
"Casp1.3",1.59696555536448e-65,0.91393238658057,0.438,0.041,3.26116336060981e-61,"Mac_3","Casp1"
"Fermt3.4",1.81527445936034e-65,1.16356452607149,0.521,0.057,3.70697197345975e-61,"Mac_3","Fermt3"
"Hcst.3",2.36078149041307e-65,0.800582616201972,0.356,0.027,4.82095188157253e-61,"Mac_3","Hcst"
"Rgs2.12",6.07633698854882e-65,2.49734027037731,0.74,0.126,1.24084877643155e-60,"Mac_3","Rgs2"
"Fcgr3.2",3.49134811906124e-64,1.2941879898412,0.616,0.075,7.12968199393496e-60,"Mac_3","Fcgr3"
"Gpr65.4",2.06633938308515e-63,0.816089399248402,0.397,0.034,4.21967165419818e-59,"Mac_3","Gpr65"
"Mirt1",4.36344040196352e-63,0.399517297880462,0.11,0.003,8.91058164484971e-59,"Mac_3","Mirt1"
"Runx3.4",6.09347107526518e-63,0.874110948821547,0.37,0.03,1.2443477282799e-58,"Mac_3","Runx3"
"Pag1.1",9.27962716641196e-63,1.37564771564402,0.534,0.066,1.89499266365299e-58,"Mac_3","Pag1"
"Pira2.2",1.04086955005233e-62,0.495285485160867,0.274,0.017,2.12555970816186e-58,"Mac_3","Pira2"
"Prkch.3",2.38250797921859e-62,0.821386200662675,0.384,0.032,4.86531954436229e-58,"Mac_3","Prkch"
"Mbp.3",6.99183513163127e-62,0.871897461467735,0.37,0.031,1.42780265223042e-57,"Mac_3","Mbp"
"P2ry10b",3.42252485144511e-61,0.992228782790809,0.356,0.029,6.98913799913606e-57,"Mac_3","P2ry10b"
"Ccl3.2",6.89328395234672e-61,2.33995613021754,0.493,0.055,1.40767751590872e-56,"Mac_3","Ccl3"
"Nabp1.4",5.34262847433277e-60,1.45840291236921,0.562,0.076,1.0910181607435e-55,"Mac_3","Nabp1"
"Ccl9.2",6.20732291443181e-60,1.58334141180789,0.589,0.075,1.26759741235612e-55,"Mac_3","Ccl9"
"Nfkbid.3",8.87519744916024e-60,1.15473087711734,0.397,0.037,1.81240407109301e-55,"Mac_3","Nfkbid"
"Apobec1.3",1.71390777991127e-59,1.60972844382531,0.63,0.095,3.4999710773568e-55,"Mac_3","Apobec1"
"Arhgdib.12",2.66757634902552e-58,2.27006424342011,0.918,0.262,5.44745766234501e-54,"Mac_3","Arhgdib"
"Samhd1.12",5.52705237151313e-57,2.81713112402363,0.932,0.3,1.1286793647867e-52,"Mac_3","Samhd1"
"Gsr.1",1.21131084498482e-56,2.39164827778232,0.808,0.199,2.4736178765435e-52,"Mac_3","Gsr"
"Sla.4",1.64909180363519e-56,1.11811521610046,0.425,0.044,3.36761037220342e-52,"Mac_3","Sla"
"Evi2a.3",2.41713815593533e-56,0.920076431163332,0.521,0.064,4.93603782823555e-52,"Mac_3","Evi2a"
"Rab11fip1.3",6.00463163879356e-56,0.470183118324291,0.247,0.015,1.22620582695803e-51,"Mac_3","Rab11fip1"
"Rassf4.2",8.32882248882228e-56,1.3599255474709,0.562,0.078,1.7008288404424e-51,"Mac_3","Rassf4"
"Tasl.1",2.23130549522409e-55,0.721644053278372,0.247,0.016,4.55654895179711e-51,"Mac_3","Tasl"
"Cd44.11",3.01217305827654e-55,2.35925213137844,0.932,0.292,6.15115860230652e-51,"Mac_3","Cd44"
"Malt1.3",3.39304122031874e-55,1.99409387614935,0.685,0.127,6.92892947601289e-51,"Mac_3","Malt1"
"Arl4c.4",1.21558734409001e-54,1.31163608460679,0.575,0.085,2.48235091536622e-50,"Mac_3","Arl4c"
"Ctsc.12",1.87380588084129e-54,1.9497999648871,0.822,0.176,3.82649898926599e-50,"Mac_3","Ctsc"
"Baz1a.4",4.18039516659925e-54,1.01270349358965,0.603,0.093,8.53678496971233e-50,"Mac_3","Baz1a"
"Map4k1.3",4.58422549159232e-54,0.381345907544559,0.192,0.01,9.36144687638068e-50,"Mac_3","Map4k1"
"Arhgap45.4",2.9307881978756e-53,1.03696551864053,0.479,0.059,5.98496257888176e-49,"Mac_3","Arhgap45"
"Naip5.1",3.60245031858394e-53,0.460853019549589,0.205,0.011,7.35656379558027e-49,"Mac_3","Naip5"
"Rasgrp4.2",6.26624517987956e-53,0.787542767640457,0.288,0.022,1.27962992818321e-48,"Mac_3","Rasgrp4"
"Rel.4",1.14924181645069e-52,2.1983867470308,0.726,0.153,2.34686671337396e-48,"Mac_3","Rel"
"Prdm1",1.67088429507142e-52,0.384215341665781,0.192,0.01,3.41211281896534e-48,"Mac_3","Prdm1"
"Csf2ra.6",6.29611893394881e-52,1.3619850206688,0.644,0.112,1.28573044750169e-47,"Mac_3","Csf2ra"
"Ifi213.3",7.5452433292632e-52,0.596147319022031,0.219,0.013,1.54081414026884e-47,"Mac_3","Ifi213"
"Cd74.11",5.05675878127857e-51,2.1108989755724,0.699,0.125,1.0326407107249e-46,"Mac_3","Cd74"
"Cyria.3",6.90903377987835e-51,1.68467170785342,0.712,0.147,1.41089378818896e-46,"Mac_3","Cyria"
"Tlr8.1",1.50857233251845e-50,0.537476983657356,0.247,0.017,3.08065556023593e-46,"Mac_3","Tlr8"
"Tmem156.1",2.33654594246748e-50,0.281492549398619,0.123,0.004,4.77146046911285e-46,"Mac_3","Tmem156"
"Tnfaip2.13",5.15763405766001e-50,2.02028192872801,0.671,0.128,1.05324045091475e-45,"Mac_3","Tnfaip2"
"Pim1.13",1.0190637355913e-48,2.73969130868825,0.89,0.311,2.081030054451e-44,"Mac_3","Pim1"
"Ighm.4",1.17136354128301e-48,0.449689476905891,0.452,0.055,2.39204148765403e-44,"Mac_3","Ighm"
"Vav1.3",3.19974256241384e-48,0.634222197152483,0.301,0.026,6.53419428670531e-44,"Mac_3","Vav1"
"Rgs1.4",3.9251630236286e-48,1.90078886299367,0.425,0.05,8.01557541055195e-44,"Mac_3","Rgs1"
"BC147527",4.49035642946825e-48,0.298268225688825,0.11,0.004,9.16975686461712e-44,"Mac_3","BC147527"
"Rab19",8.28142140444078e-48,0.334009026432831,0.151,0.007,1.69114906500085e-43,"Mac_3","Rab19"
"Rps6ka1.4",1.7044123359984e-47,0.688091582084756,0.329,0.031,3.48058043134233e-43,"Mac_3","Rps6ka1"
"Apobr.2",1.86879310040245e-47,0.626979799713627,0.356,0.037,3.81626239033184e-43,"Mac_3","Apobr"
"Stxbp2.3",1.91091771910363e-47,0.580885348895645,0.288,0.024,3.90228507418151e-43,"Mac_3","Stxbp2"
"Evl.5",3.10619106456282e-47,1.22720788423642,0.603,0.108,6.34315277294374e-43,"Mac_3","Evl"
"Cd86.2",7.17475595066578e-47,0.882678696635339,0.452,0.056,1.46515691268546e-42,"Mac_3","Cd86"
"Tnfaip3.11",8.61398805664791e-47,1.76669792847026,0.726,0.161,1.75906250104807e-42,"Mac_3","Tnfaip3"
"Ppfia4.2",1.65318682591724e-45,0.53728472853512,0.288,0.025,3.3759728172056e-41,"Mac_3","Ppfia4"
"H2-DMa.2",4.97972947528512e-45,1.32198969510078,0.493,0.07,1.01691055614797e-40,"Mac_3","H2-DMa"
"Ebi3.2",6.88471938199881e-45,0.747684092257622,0.233,0.017,1.40592854499798e-40,"Mac_3","Ebi3"
"Adgre1.2",1.5649813131195e-44,0.911189255955606,0.479,0.064,3.19584833952132e-40,"Mac_3","Adgre1"
"Pstpip2",2.79081829528542e-44,0.503004874362467,0.178,0.01,5.69913004080236e-40,"Mac_3","Pstpip2"
"Irf8.3",3.30857775817993e-44,1.15137539425569,0.521,0.082,6.75644663997923e-40,"Mac_3","Irf8"
