"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mpc1",0,0.51574835025956,0.915,0.667,0,"SMC_1","Mpc1"
"Nptn",0,0.515639925013218,0.931,0.717,0,"SMC_1","Nptn"
"Nbeal1",0,0.514685348871265,0.9,0.655,0,"SMC_1","Nbeal1"
"mt-Nd5",0,0.509989775506574,0.979,0.908,0,"SMC_1","mt-Nd5"
"Atp8b1",0,0.508690170148918,0.623,0.214,0,"SMC_1","Atp8b1"
"Ppia",0,0.508538076341658,0.997,0.984,0,"SMC_1","Ppia"
"Serpinb6b",0,0.508298113690933,0.567,0.154,0,"SMC_1","Serpinb6b"
"Bmpr1a",0,0.50711053768698,0.841,0.523,0,"SMC_1","Bmpr1a"
"Suclg2",0,0.50613768036374,0.654,0.273,0,"SMC_1","Suclg2"
"Kif1c",0,0.504699376038305,0.679,0.304,0,"SMC_1","Kif1c"
"Nkd1",0,0.503811746423444,0.567,0.139,0,"SMC_1","Nkd1"
"Ndufa11",0,0.499574052290682,0.939,0.756,0,"SMC_1","Ndufa11"
"Rpl5",0,0.498704017920798,0.989,0.957,0,"SMC_1","Rpl5"
"Mtus1",0,0.497877457154289,0.704,0.353,0,"SMC_1","Mtus1"
"Pcgf5",0,0.49577688872103,0.651,0.258,0,"SMC_1","Pcgf5"
"Cacna2d1",0,0.493931577552756,0.739,0.4,0,"SMC_1","Cacna2d1"
"Eef2k",0,0.493567019422444,0.591,0.214,0,"SMC_1","Eef2k"
"Stk38l",0,0.493514895877534,0.599,0.168,0,"SMC_1","Stk38l"
"Ndufa6",0,0.493311876008497,0.958,0.796,0,"SMC_1","Ndufa6"
"Prdm16",0,0.491828599148513,0.528,0.109,0,"SMC_1","Prdm16"
"Itgb3",0,0.491629668366592,0.467,0.056,0,"SMC_1","Itgb3"
"Rbm24",0,0.491252391670487,0.414,0.03,0,"SMC_1","Rbm24"
"Chpt1",0,0.490887506656069,0.885,0.606,0,"SMC_1","Chpt1"
"Fgf1",0,0.490869859415034,0.431,0.045,0,"SMC_1","Fgf1"
"Gnb4",0,0.490739439416108,0.803,0.471,0,"SMC_1","Gnb4"
"Ndufa12",0,0.489124114896631,0.891,0.619,0,"SMC_1","Ndufa12"
"Itgb5",0,0.485383644485934,0.93,0.685,0,"SMC_1","Itgb5"
"Esyt2",0,0.483600482546423,0.864,0.6,0,"SMC_1","Esyt2"
"Slc16a7",0,0.482732811636951,0.519,0.124,0,"SMC_1","Slc16a7"
"Abracl",0,0.482440702587883,0.815,0.5,0,"SMC_1","Abracl"
"Gm11627",0,0.481987279188145,0.474,0.083,0,"SMC_1","Gm11627"
"Svil",0,0.481249703923113,0.921,0.704,0,"SMC_1","Svil"
"Ndufb9",0,0.480965321806411,0.968,0.85,0,"SMC_1","Ndufb9"
"Coro1c",0,0.480857504295169,0.716,0.354,0,"SMC_1","Coro1c"
"Spsb1",0,0.480239592210019,0.701,0.346,0,"SMC_1","Spsb1"
"Atp6v1a",0,0.480059540023508,0.729,0.382,0,"SMC_1","Atp6v1a"
"B230219D22Rik",0,0.479874392978587,0.903,0.646,0,"SMC_1","B230219D22Rik"
"Anxa11",0,0.47885959145481,0.703,0.334,0,"SMC_1","Anxa11"
"Camta1",0,0.475014843945344,0.676,0.298,0,"SMC_1","Camta1"
"Csde1",0,0.472732401878693,0.959,0.824,0,"SMC_1","Csde1"
"Fyco1",0,0.471898622666198,0.64,0.271,0,"SMC_1","Fyco1"
"Itga3",0,0.471317202119515,0.447,0.032,0,"SMC_1","Itga3"
"Ndufs5",0,0.470888427793251,0.951,0.789,0,"SMC_1","Ndufs5"
"Arap2",0,0.470013097164656,0.482,0.087,0,"SMC_1","Arap2"
"Lancl3",0,0.469644700164251,0.422,0.035,0,"SMC_1","Lancl3"
"Igf1r",0,0.469184682774657,0.786,0.466,0,"SMC_1","Igf1r"
"Npr1",0,0.467898307580455,0.697,0.34,0,"SMC_1","Npr1"
"Gstm1",0,0.467360658277514,0.984,0.877,0,"SMC_1","Gstm1"
"Khdrbs3",0,0.467193319113942,0.764,0.384,0,"SMC_1","Khdrbs3"
"Sh3pxd2a",0,0.46681820581897,0.784,0.448,0,"SMC_1","Sh3pxd2a"
"Nacc2",0,0.466709504457071,0.609,0.227,0,"SMC_1","Nacc2"
"Ptprd",0,0.466223312435489,0.703,0.317,0,"SMC_1","Ptprd"
"Zc2hc1a",0,0.465655766636587,0.716,0.35,0,"SMC_1","Zc2hc1a"
"Uqcr11",0,0.464908249346905,0.964,0.844,0,"SMC_1","Uqcr11"
"Atp5k",0,0.462783833894677,0.94,0.746,0,"SMC_1","Atp5k"
"Igfbp7",0,0.462494505236084,0.998,0.945,0,"SMC_1","Igfbp7"
"Pmepa1",0,0.461976343398974,0.985,0.841,0,"SMC_1","Pmepa1"
"Ywhaq",0,0.461319804539578,0.962,0.826,0,"SMC_1","Ywhaq"
"Bik",0,0.459965380183325,0.484,0.066,0,"SMC_1","Bik"
"Cd9",0,0.459091546041977,0.99,0.909,0,"SMC_1","Cd9"
"Map7d1",0,0.457767916864874,0.795,0.478,0,"SMC_1","Map7d1"
"Sod3",0,0.457198146488727,0.97,0.759,0,"SMC_1","Sod3"
"Ndufv3",0,0.456763796159086,0.93,0.757,0,"SMC_1","Ndufv3"
"Xk",0,0.45661514399886,0.392,0.024,0,"SMC_1","Xk"
"Fam126b",0,0.456361071214523,0.55,0.204,0,"SMC_1","Fam126b"
"Prkg1",0,0.456148736343053,0.546,0.157,0,"SMC_1","Prkg1"
"Zbtb38",0,0.45588661565198,0.892,0.637,0,"SMC_1","Zbtb38"
"Ndufs6",0,0.455610490354624,0.908,0.678,0,"SMC_1","Ndufs6"
"Qsox1",0,0.454952947021678,0.747,0.414,0,"SMC_1","Qsox1"
"Mob2",0,0.454481796075802,0.647,0.308,0,"SMC_1","Mob2"
"Ndufa4",0,0.453489756356561,0.973,0.882,0,"SMC_1","Ndufa4"
"Ndufc1",0,0.452946088861651,0.937,0.735,0,"SMC_1","Ndufc1"
"Mtss1",0,0.451610901506185,0.549,0.112,0,"SMC_1","Mtss1"
"Pfkp",0,0.45136991212212,0.81,0.488,0,"SMC_1","Pfkp"
"Cox7a2",0,0.448609792645896,0.972,0.886,0,"SMC_1","Cox7a2"
"B3galnt2",0,0.448337267058532,0.513,0.147,0,"SMC_1","B3galnt2"
"Pfdn1",0,0.446827690068922,0.853,0.557,0,"SMC_1","Pfdn1"
"Sync",0,0.446020612131516,0.438,0.069,0,"SMC_1","Sync"
"Kif5b",0,0.445582218784087,0.958,0.811,0,"SMC_1","Kif5b"
"Ccn2",0,0.443723460693582,0.947,0.661,0,"SMC_1","Ccn2"
"Cap1",0,0.442590042010451,0.765,0.444,0,"SMC_1","Cap1"
"Emb",0,0.441058257364665,0.464,0.091,0,"SMC_1","Emb"
"Gpx1",0,0.44027017396429,0.963,0.825,0,"SMC_1","Gpx1"
"Dek",0,0.440098763514241,0.918,0.711,0,"SMC_1","Dek"
"Ndufa2",0,0.438775516170897,0.973,0.876,0,"SMC_1","Ndufa2"
"Rnf150",0,0.438162161574303,0.499,0.128,0,"SMC_1","Rnf150"
"Atl3",0,0.43802536984275,0.779,0.491,0,"SMC_1","Atl3"
"Tgfbr1",0,0.436435877865949,0.783,0.466,0,"SMC_1","Tgfbr1"
"Rex1bd",0,0.436288687396335,0.89,0.643,0,"SMC_1","Rex1bd"
"Pnck",0,0.4359541138887,0.437,0.056,0,"SMC_1","Pnck"
"Hey2",0,0.435898651232615,0.467,0.107,0,"SMC_1","Hey2"
"Pdgfd",0,0.43536638508709,0.6,0.206,0,"SMC_1","Pdgfd"
"Cav2",0,0.43495538947086,0.748,0.278,0,"SMC_1","Cav2"
"Capns1",0,0.43473433137526,0.962,0.827,0,"SMC_1","Capns1"
"Eif1ax",0,0.433882113806932,0.865,0.617,0,"SMC_1","Eif1ax"
"Stom",0,0.433445747520024,0.522,0.105,0,"SMC_1","Stom"
"Myo1c",0,0.432901146372244,0.776,0.453,0,"SMC_1","Myo1c"
"Hmgn3",0,0.432810599884978,0.767,0.433,0,"SMC_1","Hmgn3"
"Heyl",0,0.432571760885516,0.679,0.286,0,"SMC_1","Heyl"
"Ktn1",0,0.431553766176858,0.847,0.559,0,"SMC_1","Ktn1"
"Dctn6",0,0.431196098384055,0.806,0.504,0,"SMC_1","Dctn6"
"Pkig",0,0.431147369947075,0.767,0.425,0,"SMC_1","Pkig"
"Larp1b",0,0.430549177216263,0.548,0.183,0,"SMC_1","Larp1b"
"Slc4a3",0,0.427964047800611,0.497,0.134,0,"SMC_1","Slc4a3"
"Atp1b2",0,0.427808524397876,0.483,0.097,0,"SMC_1","Atp1b2"
"Ndufb1",0,0.426420494181574,0.934,0.755,0,"SMC_1","Ndufb1"
"Adarb1",0,0.426401605209247,0.683,0.319,0,"SMC_1","Adarb1"
"Rps15",0,0.426338082920445,0.99,0.964,0,"SMC_1","Rps15"
"Wscd2",0,0.424988240688737,0.407,0.045,0,"SMC_1","Wscd2"
"Sdhc",0,0.424205613425959,0.741,0.406,0,"SMC_1","Sdhc"
"Prdm6",0,0.423640344711432,0.566,0.2,0,"SMC_1","Prdm6"
"Tcp1",0,0.422849308273668,0.866,0.605,0,"SMC_1","Tcp1"
"Peli2",0,0.422368933331657,0.548,0.206,0,"SMC_1","Peli2"
"Rbfox2",0,0.421944155950539,0.776,0.468,0,"SMC_1","Rbfox2"
"Large1",0,0.421266578609366,0.54,0.191,0,"SMC_1","Large1"
"Specc1",0,0.420291308879986,0.454,0.108,0,"SMC_1","Specc1"
"Atp5b",0,0.420145573094735,0.973,0.881,0,"SMC_1","Atp5b"
"Prdm16os",0,0.417292150852313,0.378,0.024,0,"SMC_1","Prdm16os"
"Smim5",0,0.415445857582305,0.374,0.077,0,"SMC_1","Smim5"
"Iscu",0,0.415202517614707,0.885,0.631,0,"SMC_1","Iscu"
"Thrb",0,0.414234096686994,0.585,0.243,0,"SMC_1","Thrb"
"Trabd2b",0,0.413628017558945,0.505,0.147,0,"SMC_1","Trabd2b"
"Mgat4a",0,0.413372703120588,0.57,0.204,0,"SMC_1","Mgat4a"
"Slc24a3",0,0.413370620966003,0.416,0.06,0,"SMC_1","Slc24a3"
"Cacnb2",0,0.413095593307715,0.385,0.036,0,"SMC_1","Cacnb2"
"Haus8",0,0.412080765201632,0.376,0.098,0,"SMC_1","Haus8"
"Nrtn",0,0.412078262313933,0.372,0.05,0,"SMC_1","Nrtn"
"Epn2",0,0.411078551530553,0.73,0.432,0,"SMC_1","Epn2"
"Rasgrp2",0,0.410987954218742,0.594,0.113,0,"SMC_1","Rasgrp2"
"Pacsin2",0,0.409732415969233,0.705,0.403,0,"SMC_1","Pacsin2"
"Neo1",0,0.407922098448464,0.621,0.275,0,"SMC_1","Neo1"
"Dgkb",0,0.407405907516855,0.366,0.032,0,"SMC_1","Dgkb"
"Mef2a",0,0.407238118923742,0.907,0.668,0,"SMC_1","Mef2a"
"mt-Co1",0,0.406310063673283,0.998,0.996,0,"SMC_1","mt-Co1"
"Gldn",0,0.403363235899602,0.36,0.042,0,"SMC_1","Gldn"
"Stum",0,0.402286200694879,0.366,0.018,0,"SMC_1","Stum"
"Eml2",0,0.401290491799894,0.5,0.136,0,"SMC_1","Eml2"
"Igsf9b",0,0.400201208264233,0.36,0.029,0,"SMC_1","Igsf9b"
"Ntf3",0,0.399685225342453,0.673,0.27,0,"SMC_1","Ntf3"
"Inafm2",0,0.399311125104454,0.442,0.09,0,"SMC_1","Inafm2"
"Map1lc3a",0,0.399090754292773,0.967,0.817,0,"SMC_1","Map1lc3a"
"Cops9",0,0.398772170441184,0.9,0.693,0,"SMC_1","Cops9"
"N6amt1",0,0.397896320590768,0.616,0.301,0,"SMC_1","N6amt1"
"Gk",0,0.395980645110779,0.39,0.058,0,"SMC_1","Gk"
"Adam33",0,0.395803427830473,0.457,0.104,0,"SMC_1","Adam33"
"Ndufb2",0,0.395606562363733,0.921,0.72,0,"SMC_1","Ndufb2"
"Clu",0,0.395353062758837,0.928,0.376,0,"SMC_1","Clu"
"Synpo",0,0.393816751320731,0.711,0.368,0,"SMC_1","Synpo"
"Cab39",0,0.392872569112638,0.73,0.402,0,"SMC_1","Cab39"
"Mical3",0,0.39245478984888,0.557,0.226,0,"SMC_1","Mical3"
"Tbxa2r",0,0.392400487928097,0.407,0.071,0,"SMC_1","Tbxa2r"
"Kcnh2",0,0.392340063758715,0.353,0.018,0,"SMC_1","Kcnh2"
"Ciao2b",0,0.392176205238436,0.787,0.477,0,"SMC_1","Ciao2b"
"Psmb6",0,0.391941933380156,0.948,0.791,0,"SMC_1","Psmb6"
"Mertk",0,0.391491516324756,0.451,0.095,0,"SMC_1","Mertk"
"Col4a6",0,0.390588331887231,0.709,0.371,0,"SMC_1","Col4a6"
"Crim1",0,0.38954594732247,0.639,0.265,0,"SMC_1","Crim1"
"Sacs",0,0.388538691786,0.39,0.07,0,"SMC_1","Sacs"
"Ndufa13",0,0.387435541214192,0.978,0.9,0,"SMC_1","Ndufa13"
"Uqcrb",0,0.386943702158174,0.965,0.863,0,"SMC_1","Uqcrb"
"Sgca",0,0.385247713631846,0.325,0.015,0,"SMC_1","Sgca"
"Lgals3",0,0.384982056284678,0.524,0.12,0,"SMC_1","Lgals3"
"Acadm",0,0.384420797379321,0.791,0.487,0,"SMC_1","Acadm"
"Agl",0,0.383785239040836,0.479,0.155,0,"SMC_1","Agl"
"Palld",0,0.381829593106745,0.442,0.16,0,"SMC_1","Palld"
"Mmp17",0,0.381250363922747,0.373,0.036,0,"SMC_1","Mmp17"
"Fchsd2",0,0.380484690215213,0.626,0.304,0,"SMC_1","Fchsd2"
"Rpl23a",0,0.38016267500349,0.985,0.952,0,"SMC_1","Rpl23a"
"Map1lc3b",0,0.379216751600531,0.978,0.89,0,"SMC_1","Map1lc3b"
"Zfp809",0,0.378164977640382,0.498,0.186,0,"SMC_1","Zfp809"
"Myoz2",0,0.376329239915751,0.261,0.024,0,"SMC_1","Myoz2"
"Cox17",0,0.375721412282784,0.832,0.533,0,"SMC_1","Cox17"
"Septin9",0,0.374681491794099,0.538,0.173,0,"SMC_1","Septin9"
"Msi2",0,0.373782399187188,0.747,0.416,0,"SMC_1","Msi2"
"Atp5j2",0,0.373778994437108,0.972,0.891,0,"SMC_1","Atp5j2"
"Sort1",0,0.372669101659804,0.412,0.078,0,"SMC_1","Sort1"
"Slc4a7",0,0.372391093565415,0.493,0.173,0,"SMC_1","Slc4a7"
"Dusp3",0,0.372205355547037,0.815,0.504,0,"SMC_1","Dusp3"
"Gm49708",0,0.3707453841735,0.3,0.066,0,"SMC_1","Gm49708"
"Gjc1",0,0.370553304841962,0.57,0.229,0,"SMC_1","Gjc1"
"Atp5h",0,0.368249773377306,0.984,0.922,0,"SMC_1","Atp5h"
"Ptp4a3",0,0.368214058505914,0.645,0.247,0,"SMC_1","Ptp4a3"
"Ethe1",0,0.365272747012036,0.575,0.252,0,"SMC_1","Ethe1"
"Rps17",0,0.36477152269223,0.985,0.947,0,"SMC_1","Rps17"
"Adgrl1",0,0.36399207113221,0.508,0.202,0,"SMC_1","Adgrl1"
"Hspb8",0,0.362465804693919,0.659,0.312,0,"SMC_1","Hspb8"
"Pigyl",0,0.361316878354661,0.636,0.316,0,"SMC_1","Pigyl"
"Pdp2",0,0.358892901889299,0.333,0.051,0,"SMC_1","Pdp2"
"Me1",0,0.356631710919397,0.629,0.316,0,"SMC_1","Me1"
"Tcea3",0,0.355332526722841,0.556,0.247,0,"SMC_1","Tcea3"
"Gamt",0,0.353976635570617,0.633,0.323,0,"SMC_1","Gamt"
"Fabp3",0,0.352994875676879,0.387,0.057,0,"SMC_1","Fabp3"
"Plekha1",0,0.352985167362066,0.582,0.279,0,"SMC_1","Plekha1"
"Anapc7",0,0.351457510484741,0.525,0.208,0,"SMC_1","Anapc7"
"Pygm",0,0.351015829017024,0.417,0.084,0,"SMC_1","Pygm"
"Tead3",0,0.345822064942242,0.444,0.129,0,"SMC_1","Tead3"
"Wdfy1",0,0.34423263609526,0.424,0.127,0,"SMC_1","Wdfy1"
"H3f3a",0,0.342449166535549,0.991,0.967,0,"SMC_1","H3f3a"
"Sorbs1",0,0.341942357999617,0.587,0.239,0,"SMC_1","Sorbs1"
"Id4",0,0.339967466321614,0.45,0.15,0,"SMC_1","Id4"
"Kif13a",0,0.339843555494694,0.534,0.236,0,"SMC_1","Kif13a"
"Ccdc9b",0,0.338663808605875,0.339,0.051,0,"SMC_1","Ccdc9b"
"Rilpl1",0,0.337611171168042,0.568,0.25,0,"SMC_1","Rilpl1"
"Cdr2",0,0.337608784026427,0.574,0.268,0,"SMC_1","Cdr2"
"Serf2",0,0.33417081287017,0.991,0.966,0,"SMC_1","Serf2"
"Gcnt2",0,0.32802539701081,0.385,0.071,0,"SMC_1","Gcnt2"
"Msra",0,0.327543623001643,0.417,0.106,0,"SMC_1","Msra"
"Fbxo40",0,0.326346862616541,0.298,0.032,0,"SMC_1","Fbxo40"
"Eva1c",0,0.322586707700948,0.444,0.135,0,"SMC_1","Eva1c"
"St3gal5",0,0.322055627623256,0.425,0.113,0,"SMC_1","St3gal5"
"Sema3f",0,0.32108261657034,0.426,0.096,0,"SMC_1","Sema3f"
"Dhx32",0,0.319368470727784,0.457,0.148,0,"SMC_1","Dhx32"
"Carmn",0,0.318574626608216,0.289,0.043,0,"SMC_1","Carmn"
"Klhdc8b",0,0.317490321226856,0.419,0.124,0,"SMC_1","Klhdc8b"
"Myo1d",0,0.316276847224419,0.621,0.298,0,"SMC_1","Myo1d"
"Cds2",0,0.316226394901464,0.551,0.243,0,"SMC_1","Cds2"
"Tmtc2",0,0.314671905607316,0.428,0.117,0,"SMC_1","Tmtc2"
"Cpne2",0,0.313509583604892,0.452,0.149,0,"SMC_1","Cpne2"
"Glipr1",0,0.313242892330951,0.425,0.086,0,"SMC_1","Glipr1"
"Septin6",0,0.305342544583557,0.468,0.168,0,"SMC_1","Septin6"
"Ctnna3",0,0.304995050731214,0.297,0.02,0,"SMC_1","Ctnna3"
"Atoh8",0,0.304927289444062,0.337,0.065,0,"SMC_1","Atoh8"
"Slc22a1",0,0.303846361572173,0.223,0.017,0,"SMC_1","Slc22a1"
"Insr",0,0.299778923538864,0.479,0.197,0,"SMC_1","Insr"
"Lama5",0,0.298897736145265,0.335,0.04,0,"SMC_1","Lama5"
"Brip1",0,0.298065063036764,0.25,0.054,0,"SMC_1","Brip1"
"Col4a2",0,0.294632927503899,0.877,0.57,0,"SMC_1","Col4a2"
"Smoc1",0,0.293820283968283,0.8,0.368,0,"SMC_1","Smoc1"
"Amigo2",0,0.293537643797038,0.293,0.039,0,"SMC_1","Amigo2"
"0610009L18Rik",0,0.293435177738518,0.335,0.081,0,"SMC_1","0610009L18Rik"
"Gm13861",0,0.292922515879907,0.227,0.011,0,"SMC_1","Gm13861"
"Tnfrsf11a",0,0.291853386570964,0.292,0.02,0,"SMC_1","Tnfrsf11a"
"Mettl24",0,0.290104354761831,0.375,0.101,0,"SMC_1","Mettl24"
"Bcar3",0,0.289501253103179,0.35,0.064,0,"SMC_1","Bcar3"
"Ptges3l",0,0.288383222480231,0.363,0.079,0,"SMC_1","Ptges3l"
"Map7d2",0,0.287753704138958,0.33,0.087,0,"SMC_1","Map7d2"
"Popdc2",0,0.285589993077179,0.295,0.038,0,"SMC_1","Popdc2"
"Cobll1",0,0.285159786778713,0.341,0.066,0,"SMC_1","Cobll1"
"Bex4",0,0.285047320440941,0.197,0.009,0,"SMC_1","Bex4"
"Dlgap1",0,0.284411311363457,0.269,0.036,0,"SMC_1","Dlgap1"
"Ralgapa2",0,0.284017783500218,0.341,0.083,0,"SMC_1","Ralgapa2"
"Tusc1",0,0.28240692125975,0.373,0.105,0,"SMC_1","Tusc1"
"Myo1e",0,0.282170357520111,0.465,0.157,0,"SMC_1","Myo1e"
"B3galt1",0,0.282162693871213,0.345,0.098,0,"SMC_1","B3galt1"
"Plcb1",0,0.281682327337104,0.528,0.222,0,"SMC_1","Plcb1"
"Cav3",0,0.281258176045569,0.306,0.056,0,"SMC_1","Cav3"
"Hdac9",0,0.281174898609779,0.285,0.03,0,"SMC_1","Hdac9"
"Synm",0,0.280938600596699,0.409,0.135,0,"SMC_1","Synm"
"Gm830",0,0.278755160369887,0.262,0.018,0,"SMC_1","Gm830"
"Shroom3",0,0.278464839652905,0.309,0.052,0,"SMC_1","Shroom3"
"Il17b",0,0.274935306257552,0.23,0.012,0,"SMC_1","Il17b"
"Fam81a",0,0.274468568717557,0.233,0.014,0,"SMC_1","Fam81a"
"Ctps",0,0.274072562449733,0.384,0.124,0,"SMC_1","Ctps"
"Irak2",0,0.273648463071125,0.36,0.083,0,"SMC_1","Irak2"
"Chchd2",0,0.273496822100029,0.989,0.966,0,"SMC_1","Chchd2"
"Tbc1d1",0,0.2729122796327,0.379,0.096,0,"SMC_1","Tbc1d1"
"Hoxb3os",0,0.272118766933603,0.352,0.093,0,"SMC_1","Hoxb3os"
"Ehd4",0,0.266672045730457,0.656,0.303,0,"SMC_1","Ehd4"
"Ccdc68",0,0.26597792255848,0.301,0.056,0,"SMC_1","Ccdc68"
"Prkaa2",0,0.265910800331855,0.352,0.105,0,"SMC_1","Prkaa2"
"Ppef1",0,0.260677940636809,0.193,0.028,0,"SMC_1","Ppef1"
"Bmpr1b",0,0.260554544528955,0.329,0.08,0,"SMC_1","Bmpr1b"
"Mmd",0,0.259559225987179,0.329,0.064,0,"SMC_1","Mmd"
"Tub",0,0.25743118154689,0.278,0.053,0,"SMC_1","Tub"
"Igsf9",0,0.257348904195792,0.236,0.024,0,"SMC_1","Igsf9"
"Tafa1",0,0.254037651233277,0.212,0.005,0,"SMC_1","Tafa1"
"Phkg1",0,0.252806085269098,0.315,0.082,0,"SMC_1","Phkg1"
"Gria1",0,0.252767650182392,0.213,0.019,0,"SMC_1","Gria1"
"Mia",0,0.251224811786704,0.292,0.05,0,"SMC_1","Mia"
"Micall1",0,0.250040798635014,0.355,0.103,0,"SMC_1","Micall1"
"Wif1",0,-0.31298407385372,0.436,0.129,0,"SMC_1","Wif1"
"Timp4",0,-0.339681000089306,0.342,0.1,0,"SMC_1","Timp4"
"Rps29",0,-0.373302297080749,0.998,0.997,0,"SMC_1","Rps29"
"Rps13",0,-0.381291802273596,0.99,0.979,0,"SMC_1","Rps13"
"Rpl11",0,-0.392372149382957,0.992,0.984,0,"SMC_1","Rpl11"
"Dnm1",0,-0.406927443147068,0.007,0.271,0,"SMC_1","Dnm1"
"Rps4x",0,-0.426066065879973,0.995,0.99,0,"SMC_1","Rps4x"
"Rps19",0,-0.43149845015745,0.992,0.987,0,"SMC_1","Rps19"
"Cmtm3",0,-0.457354757054117,0.032,0.321,0,"SMC_1","Cmtm3"
"Glt8d2",0,-0.480872352889256,0.016,0.298,0,"SMC_1","Glt8d2"
"Hfe",0,-0.488587145012899,0.043,0.327,0,"SMC_1","Hfe"
"Gpr153",0,-0.492257601658177,0.078,0.359,0,"SMC_1","Gpr153"
"Rftn1",0,-0.494347735139175,0.016,0.306,0,"SMC_1","Rftn1"
"Tmed10",0,-0.517669336974653,0.928,0.9,0,"SMC_1","Tmed10"
"Aqp1",0,-0.52781485340917,0.576,0.194,0,"SMC_1","Aqp1"
"Ppl",0,-0.566200727809212,0.019,0.301,0,"SMC_1","Ppl"
"Arf4",0,-0.592096476826746,0.904,0.875,0,"SMC_1","Arf4"
"Anpep",0,-0.597289646257446,0.02,0.364,0,"SMC_1","Anpep"
"Arpc1b",0,-0.597408825814574,0.939,0.91,0,"SMC_1","Arpc1b"
"Sh3kbp1",0,-0.604530988051196,0.085,0.388,0,"SMC_1","Sh3kbp1"
"Psmb10",0,-0.612154119997378,0.165,0.446,0,"SMC_1","Psmb10"
"Itpr2",0,-0.617613373644564,0.071,0.4,0,"SMC_1","Itpr2"
"Selenom",0,-0.62808119153534,0.953,0.888,0,"SMC_1","Selenom"
"Sh3bp5",0,-0.63565216585374,0.016,0.321,0,"SMC_1","Sh3bp5"
"Abca9",0,-0.637884895544036,0.018,0.346,0,"SMC_1","Abca9"
"Ptgfr",0,-0.644878374625028,0.003,0.302,0,"SMC_1","Ptgfr"
"Rps28",0,-0.653867819034435,0.988,0.978,0,"SMC_1","Rps28"
"Gas5",0,-0.654655809457196,0.931,0.903,0,"SMC_1","Gas5"
"Laptm4a",0,-0.65764803227703,0.974,0.939,0,"SMC_1","Laptm4a"
"Bmp1",0,-0.658691632990737,0.221,0.491,0,"SMC_1","Bmp1"
"Lgals9",0,-0.65940645722148,0.021,0.398,0,"SMC_1","Lgals9"
"Armh4",0,-0.662671137327896,0.047,0.381,0,"SMC_1","Armh4"
"Spock2",0,-0.665217510571232,0.014,0.332,0,"SMC_1","Spock2"
"Fyn",0,-0.675061532822103,0.071,0.414,0,"SMC_1","Fyn"
"Bmp4",0,-0.681369023810897,0.041,0.332,0,"SMC_1","Bmp4"
"Dapk1",0,-0.682682355891257,0.108,0.409,0,"SMC_1","Dapk1"
"Enc1",0,-0.684741652400983,0.031,0.319,0,"SMC_1","Enc1"
"Rap1b",0,-0.688235912670341,0.708,0.77,0,"SMC_1","Rap1b"
"Litaf",0,-0.694918870242309,0.147,0.488,0,"SMC_1","Litaf"
"Gas7",0,-0.698026440356115,0.036,0.396,0,"SMC_1","Gas7"
"Tmod3",0,-0.704557755459858,0.474,0.659,0,"SMC_1","Tmod3"
"Gpnmb",0,-0.714547042101444,0.018,0.293,0,"SMC_1","Gpnmb"
"Shisa5",0,-0.715796164216521,0.501,0.682,0,"SMC_1","Shisa5"
"Tmem119",0,-0.72160576885146,0.02,0.387,0,"SMC_1","Tmem119"
"Dclk1",0,-0.721875147681261,0.055,0.377,0,"SMC_1","Dclk1"
"Dnajc3",0,-0.731249719335091,0.875,0.86,0,"SMC_1","Dnajc3"
"Ppib",0,-0.738828413012636,0.964,0.938,0,"SMC_1","Ppib"
"Pkd2",0,-0.7394203959126,0.496,0.662,0,"SMC_1","Pkd2"
"Slc16a2",0,-0.741874670882035,0.141,0.478,0,"SMC_1","Slc16a2"
"Col4a4",0,-0.742855470714427,0.119,0.405,0,"SMC_1","Col4a4"
"Cxcl16",0,-0.74551728994229,0.035,0.397,0,"SMC_1","Cxcl16"
"Steap3",0,-0.747135697497031,0.147,0.459,0,"SMC_1","Steap3"
"Oaf",0,-0.747696948181707,0.078,0.442,0,"SMC_1","Oaf"
"Cyb5a",0,-0.747797673182689,0.917,0.878,0,"SMC_1","Cyb5a"
"Dpysl2",0,-0.751755061816497,0.5,0.683,0,"SMC_1","Dpysl2"
"Rbms1",0,-0.752831908429355,0.605,0.743,0,"SMC_1","Rbms1"
"Jam2",0,-0.756559039493403,0.047,0.384,0,"SMC_1","Jam2"
"Pdia3",0,-0.757388833189764,0.949,0.919,0,"SMC_1","Pdia3"
"Naalad2",0,-0.757888802328814,0.032,0.383,0,"SMC_1","Naalad2"
"Itm2a",0,-0.760442162628056,0.018,0.381,0,"SMC_1","Itm2a"
"Rcn1",0,-0.761968913413685,0.392,0.634,0,"SMC_1","Rcn1"
"Steap4",0,-0.766147769289942,0.008,0.317,0,"SMC_1","Steap4"
"Hexa",0,-0.779603980354737,0.566,0.708,0,"SMC_1","Hexa"
"Cd55",0,-0.781181654415592,0.033,0.353,0,"SMC_1","Cd55"
"Tspan11",0,-0.781476771382886,0.003,0.317,0,"SMC_1","Tspan11"
"Dab2",0,-0.784103493405789,0.12,0.426,0,"SMC_1","Dab2"
"Ifitm2",0,-0.786075012261807,0.962,0.938,0,"SMC_1","Ifitm2"
"Sri",0,-0.786937178629055,0.627,0.781,0,"SMC_1","Sri"
