"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Acta2",0,3.79060399133666,1,0.56,0,"SMC_1","Acta2"
"Tagln",0,3.72908566714372,0.999,0.381,0,"SMC_1","Tagln"
"Myh11",0,3.45007489399298,0.999,0.188,0,"SMC_1","Myh11"
"Tpm2",0,3.30189335275713,0.999,0.496,0,"SMC_1","Tpm2"
"Myl9",0,3.03900499069258,0.998,0.495,0,"SMC_1","Myl9"
"Cnn1",0,2.89251766962148,0.989,0.136,0,"SMC_1","Cnn1"
"Flna",0,2.67150455683527,0.997,0.734,0,"SMC_1","Flna"
"Mylk",0,2.66898791812225,0.991,0.231,0,"SMC_1","Mylk"
"Npnt",0,2.65045469069941,0.975,0.142,0,"SMC_1","Npnt"
"Itga8",0,2.64214012563859,0.993,0.243,0,"SMC_1","Itga8"
"Ppp1r14a",0,2.6060877934597,0.973,0.223,0,"SMC_1","Ppp1r14a"
"Dstn",0,2.58747244997363,1,0.918,0,"SMC_1","Dstn"
"Lmod1",0,2.57448874046008,0.99,0.312,0,"SMC_1","Lmod1"
"Tpm1",0,2.51420915291209,0.998,0.706,0,"SMC_1","Tpm1"
"Ccn3",0,2.41125659622017,0.956,0.188,0,"SMC_1","Ccn3"
"Cald1",0,2.31955777879329,0.998,0.828,0,"SMC_1","Cald1"
"Mustn1",0,2.27831924201546,0.972,0.212,0,"SMC_1","Mustn1"
"Csrp2",0,2.26259984827174,0.998,0.81,0,"SMC_1","Csrp2"
"Lpp",0,2.24431652619426,0.99,0.715,0,"SMC_1","Lpp"
"Myl6",0,2.210525811398,1,0.986,0,"SMC_1","Myl6"
"Synpo2",0,2.18553624461651,0.968,0.236,0,"SMC_1","Synpo2"
"Actn1",0,2.17337980691534,0.988,0.465,0,"SMC_1","Actn1"
"Myom1",0,2.16361118223461,0.956,0.097,0,"SMC_1","Myom1"
"Col18a1",0,2.13830846509875,0.96,0.233,0,"SMC_1","Col18a1"
"Pcdh7",0,2.1383046608865,0.986,0.394,0,"SMC_1","Pcdh7"
"Sost",0,2.09523133258287,0.918,0.128,0,"SMC_1","Sost"
"Ppp1r12a",0,2.09044579227761,0.99,0.621,0,"SMC_1","Ppp1r12a"
"Sh3bgr",0,2.08193608166826,0.96,0.141,0,"SMC_1","Sh3bgr"
"Csrp1",0,2.00625265124527,0.987,0.545,0,"SMC_1","Csrp1"
"Fblim1",0,1.9529479514552,0.984,0.496,0,"SMC_1","Fblim1"
"Filip1l",0,1.93693023710462,0.983,0.552,0,"SMC_1","Filip1l"
"Map1b",0,1.90357683720741,0.991,0.678,0,"SMC_1","Map1b"
"Tns1",0,1.89008013387728,0.99,0.731,0,"SMC_1","Tns1"
"Ramp1",0,1.88916445021787,0.948,0.152,0,"SMC_1","Ramp1"
"Mylk4",0,1.84770004675881,0.794,0.046,0,"SMC_1","Mylk4"
"Pbxip1",0,1.83182405142973,0.972,0.523,0,"SMC_1","Pbxip1"
"Nexn",0,1.82202191854959,0.964,0.335,0,"SMC_1","Nexn"
"Dmd",0,1.80790479613393,0.961,0.397,0,"SMC_1","Dmd"
"Actg2",0,1.80612548550413,0.64,0.057,0,"SMC_1","Actg2"
"Rock1",0,1.79844136148301,0.991,0.796,0,"SMC_1","Rock1"
"Rbpms",0,1.78644620282893,0.989,0.663,0,"SMC_1","Rbpms"
"Smtn",0,1.78013051189862,0.964,0.347,0,"SMC_1","Smtn"
"Cpe",0,1.77616969479029,0.994,0.695,0,"SMC_1","Cpe"
"Ncam1",0,1.77414263727122,0.967,0.248,0,"SMC_1","Ncam1"
"Sgcg",0,1.75855741811298,0.935,0.089,0,"SMC_1","Sgcg"
"Slmap",0,1.74585456639664,0.97,0.427,0,"SMC_1","Slmap"
"Fbxl22",0,1.74175270383993,0.834,0.08,0,"SMC_1","Fbxl22"
"Pls3",0,1.68091581720744,0.989,0.703,0,"SMC_1","Pls3"
"Gucy1a1",0,1.66730712418272,0.941,0.211,0,"SMC_1","Gucy1a1"
"Cbr2",0,1.6610965097297,0.899,0.081,0,"SMC_1","Cbr2"
"Rcan2",0,1.60911372402528,0.918,0.149,0,"SMC_1","Rcan2"
"Lrrfip1",0,1.60722255574648,0.966,0.445,0,"SMC_1","Lrrfip1"
"Enah",0,1.60609369061494,0.93,0.338,0,"SMC_1","Enah"
"Adcy5",0,1.60027873958748,0.926,0.186,0,"SMC_1","Adcy5"
"Npy1r",0,1.58267887596987,0.836,0.087,0,"SMC_1","Npy1r"
"Tcap",0,1.56682177831314,0.723,0.087,0,"SMC_1","Tcap"
"Susd5",0,1.50246181163606,0.861,0.072,0,"SMC_1","Susd5"
"Msrb1",0,1.48731277520266,0.925,0.415,0,"SMC_1","Msrb1"
"Bcam",0,1.48185373703946,0.912,0.175,0,"SMC_1","Bcam"
"Plcb4",0,1.46934913366637,0.951,0.504,0,"SMC_1","Plcb4"
"Hspb6",0,1.46321016364241,0.87,0.107,0,"SMC_1","Hspb6"
"Tmsb4x",0,1.45740012197837,1,0.994,0,"SMC_1","Tmsb4x"
"Cped1",0,1.43269505479605,0.989,0.77,0,"SMC_1","Cped1"
"Gucy1b1",0,1.41721945263608,0.913,0.187,0,"SMC_1","Gucy1b1"
"Serpine2",0,1.41277535456903,0.967,0.387,0,"SMC_1","Serpine2"
"Limch1",0,1.37487748537395,0.916,0.269,0,"SMC_1","Limch1"
"Dmpk",0,1.36814259019585,0.903,0.254,0,"SMC_1","Dmpk"
"Kcnmb1",0,1.36486736798325,0.854,0.052,0,"SMC_1","Kcnmb1"
"1190005I06Rik",0,1.36066216947062,0.841,0.065,0,"SMC_1","1190005I06Rik"
"Mtus2",0,1.3458666923402,0.813,0.111,0,"SMC_1","Mtus2"
"Hspb1",0,1.34460867090982,0.986,0.723,0,"SMC_1","Hspb1"
"Cspg4",0,1.3312491103501,0.878,0.152,0,"SMC_1","Cspg4"
"Postn",0,1.32905743065793,0.949,0.269,0,"SMC_1","Postn"
"Pkp4",0,1.32308777651074,0.893,0.263,0,"SMC_1","Pkp4"
"Kcnab1",0,1.32131927056824,0.84,0.074,0,"SMC_1","Kcnab1"
"Itga9",0,1.31915893661146,0.921,0.379,0,"SMC_1","Itga9"
"Thsd4",0,1.31282316485436,0.837,0.074,0,"SMC_1","Thsd4"
"Mcam",0,1.29939663310246,0.816,0.089,0,"SMC_1","Mcam"
"Hspb7",0,1.29733612982801,0.879,0.186,0,"SMC_1","Hspb7"
"Pde3a",0,1.29364135882411,0.926,0.405,0,"SMC_1","Pde3a"
"Sh3bgrl",0,1.28695814782146,0.983,0.815,0,"SMC_1","Sh3bgrl"
"Vcl",0,1.28168164653908,0.947,0.479,0,"SMC_1","Vcl"
"Sorl1",0,1.24947861508213,0.862,0.176,0,"SMC_1","Sorl1"
"Itih4",0,1.24619868002602,0.574,0.047,0,"SMC_1","Itih4"
"Map3k20",0,1.24325665182451,0.918,0.4,0,"SMC_1","Map3k20"
"Ppp1r12b",0,1.24302993255961,0.924,0.43,0,"SMC_1","Ppp1r12b"
"Lmcd1",0,1.23584634644652,0.838,0.233,0,"SMC_1","Lmcd1"
"E030013I19Rik",0,1.23005166244107,0.744,0.057,0,"SMC_1","E030013I19Rik"
"Irag1",0,1.21379083149448,0.857,0.116,0,"SMC_1","Irag1"
"Myocd",0,1.21365783486021,0.78,0.057,0,"SMC_1","Myocd"
"Itgb1",0,1.2032120057613,0.994,0.914,0,"SMC_1","Itgb1"
"Samd4",0,1.1973126579167,0.903,0.345,0,"SMC_1","Samd4"
"Denn2b",0,1.19306052153968,0.877,0.269,0,"SMC_1","Denn2b"
"Oxct1",0,1.18983616466474,0.974,0.678,0,"SMC_1","Oxct1"
"Aoc3",0,1.18858175686183,0.862,0.169,0,"SMC_1","Aoc3"
"Tm4sf1",0,1.18774114081706,0.991,0.789,0,"SMC_1","Tm4sf1"
"Cdh13",0,1.17433635733276,0.886,0.236,0,"SMC_1","Cdh13"
"Optc",0,1.15875310055776,0.732,0.037,0,"SMC_1","Optc"
"Ptgis",0,1.15300601929596,0.989,0.772,0,"SMC_1","Ptgis"
"Hcfc1r1",0,1.15216227320558,0.973,0.749,0,"SMC_1","Hcfc1r1"
"Pdlim1",0,1.12935792626834,0.906,0.34,0,"SMC_1","Pdlim1"
"Cdo1",0,1.12723559724238,0.835,0.221,0,"SMC_1","Cdo1"
"Stbd1",0,1.11483902445192,0.811,0.229,0,"SMC_1","Stbd1"
"Scube3",0,1.10983345700264,0.744,0.039,0,"SMC_1","Scube3"
"Tes",0,1.10890443210104,0.703,0.076,0,"SMC_1","Tes"
"Ppp1cb",0,1.1039259480052,0.968,0.646,0,"SMC_1","Ppp1cb"
"Ttc28",0,1.10230889255648,0.94,0.6,0,"SMC_1","Ttc28"
"Filip1",0,1.09452431620448,0.822,0.233,0,"SMC_1","Filip1"
"Gm13889",0,1.08994084929032,0.706,0.098,0,"SMC_1","Gm13889"
"Hacd1",0,1.08953179923685,0.838,0.194,0,"SMC_1","Hacd1"
"Nox4",0,1.08929098375014,0.896,0.379,0,"SMC_1","Nox4"
"Msrb3",0,1.08889282251152,0.888,0.343,0,"SMC_1","Msrb3"
"Efhd1",0,1.08718214641456,0.797,0.135,0,"SMC_1","Efhd1"
"Wwp2",0,1.08506781464806,0.835,0.225,0,"SMC_1","Wwp2"
"Fhl1",0,1.08160671190824,0.98,0.733,0,"SMC_1","Fhl1"
"Niban1",0,1.07719882658819,0.938,0.608,0,"SMC_1","Niban1"
"Plin4",0,1.07667916952365,0.8,0.117,0,"SMC_1","Plin4"
"Mfge8",0,1.07109158739517,0.972,0.723,0,"SMC_1","Mfge8"
"Pcp4l1",0,1.06896609184467,0.784,0.075,0,"SMC_1","Pcp4l1"
"Rassf3",0,1.06736022093673,0.839,0.216,0,"SMC_1","Rassf3"
"Tln1",0,1.05508016073403,0.972,0.751,0,"SMC_1","Tln1"
"Actn4",0,1.0509499277612,0.943,0.648,0,"SMC_1","Actn4"
"Pdlim3",0,1.04307805504891,0.932,0.386,0,"SMC_1","Pdlim3"
"Ptprz1",0,1.04061153067908,0.515,0.035,0,"SMC_1","Ptprz1"
"Ccdc107",0,1.03853438922526,0.875,0.377,0,"SMC_1","Ccdc107"
"Tspan2",0,1.03710580203265,0.795,0.124,0,"SMC_1","Tspan2"
"Zyx",0,1.03344552620233,0.963,0.669,0,"SMC_1","Zyx"
"Ldb3",0,1.02612460359652,0.736,0.051,0,"SMC_1","Ldb3"
"Pdlim7",0,1.0229842395037,0.923,0.503,0,"SMC_1","Pdlim7"
"Pgm5",0,1.01909438419262,0.753,0.065,0,"SMC_1","Pgm5"
"Fermt2",0,1.01567877533888,0.975,0.766,0,"SMC_1","Fermt2"
"Dtna",0,1.01460463660631,0.721,0.073,0,"SMC_1","Dtna"
"Snhg18",0,1.01394417532336,0.892,0.396,0,"SMC_1","Snhg18"
"Xpr1",0,1.01389599629648,0.834,0.3,0,"SMC_1","Xpr1"
"Clic4",0,1.0067476903422,0.98,0.796,0,"SMC_1","Clic4"
"Lgr6",0,1.00299933257859,0.767,0.078,0,"SMC_1","Lgr6"
"Cdh6",0,1.00129045799357,0.628,0.025,0,"SMC_1","Cdh6"
"Rasl12",0,0.996541478811138,0.766,0.104,0,"SMC_1","Rasl12"
"Myh10",0,0.994464833422696,0.931,0.606,0,"SMC_1","Myh10"
"Cfl2",0,0.989967897440191,0.934,0.544,0,"SMC_1","Cfl2"
"Fbxo32",0,0.989210737550656,0.783,0.219,0,"SMC_1","Fbxo32"
"Kank1",0,0.98254712699074,0.847,0.256,0,"SMC_1","Kank1"
"Dst",0,0.980320256370703,0.979,0.781,0,"SMC_1","Dst"
"Rras",0,0.977554519800893,0.969,0.765,0,"SMC_1","Rras"
"Dsp",0,0.972697541693626,0.699,0.131,0,"SMC_1","Dsp"
"Cyb5r3",0,0.957581112487976,0.942,0.631,0,"SMC_1","Cyb5r3"
"Htr1b",0,0.953349915269461,0.647,0.028,0,"SMC_1","Htr1b"
"Cav1",0,0.938744993959524,0.953,0.454,0,"SMC_1","Cav1"
"Tmem47",0,0.937613491557483,0.879,0.392,0,"SMC_1","Tmem47"
"mt-Nd2",0,0.935144350527637,0.996,0.988,0,"SMC_1","mt-Nd2"
"Spint2",0,0.934312388209012,0.717,0.086,0,"SMC_1","Spint2"
"Entpd1",0,0.93406587412255,0.802,0.151,0,"SMC_1","Entpd1"
"Zfhx3",0,0.930682247358081,0.925,0.586,0,"SMC_1","Zfhx3"
"Hspb2",0,0.927012845263925,0.808,0.199,0,"SMC_1","Hspb2"
"Tinagl1",0,0.924726730020803,0.789,0.104,0,"SMC_1","Tinagl1"
"Jph2",0,0.920898926861765,0.736,0.091,0,"SMC_1","Jph2"
"Lims2",0,0.917367668173234,0.885,0.273,0,"SMC_1","Lims2"
"Smarcd3",0,0.915953538101823,0.776,0.177,0,"SMC_1","Smarcd3"
"Tnfrsf12a",0,0.906339411229313,0.787,0.363,0,"SMC_1","Tnfrsf12a"
"Net1",0,0.906054773570274,0.669,0.118,0,"SMC_1","Net1"
"Sema5a",0,0.899089897793612,0.785,0.205,0,"SMC_1","Sema5a"
"Nav2",0,0.892616884967505,0.759,0.185,0,"SMC_1","Nav2"
"mt-Nd3",0,0.884374855469137,0.983,0.929,0,"SMC_1","mt-Nd3"
"Mef2c",0,0.874313951947131,0.925,0.494,0,"SMC_1","Mef2c"
"Cavin1",0,0.873182088628932,0.979,0.768,0,"SMC_1","Cavin1"
"Rock2",0,0.873086873818306,0.969,0.801,0,"SMC_1","Rock2"
"Sgcd",0,0.871359424576634,0.812,0.302,0,"SMC_1","Sgcd"
"mt-Nd1",0,0.86884438503138,0.994,0.978,0,"SMC_1","mt-Nd1"
"Pkdcc",0,0.861735815991175,0.706,0.153,0,"SMC_1","Pkdcc"
"Gnai1",0,0.858460164361128,0.81,0.278,0,"SMC_1","Gnai1"
"Tgfb1i1",0,0.857295430116344,0.923,0.538,0,"SMC_1","Tgfb1i1"
"Syne1",0,0.848255585074647,0.892,0.46,0,"SMC_1","Syne1"
"Otud1",0,0.838734288429838,0.573,0.186,0,"SMC_1","Otud1"
"Rbpms2",0,0.832328320400055,0.67,0.061,0,"SMC_1","Rbpms2"
"Pdlim5",0,0.831393767987588,0.864,0.45,0,"SMC_1","Pdlim5"
"Tacc2",0,0.824394334984407,0.823,0.347,0,"SMC_1","Tacc2"
"Pde4dip",0,0.822332074577954,0.779,0.31,0,"SMC_1","Pde4dip"
"Map1a",0,0.82129688580446,0.795,0.348,0,"SMC_1","Map1a"
"Fam13c",0,0.819839012706439,0.734,0.173,0,"SMC_1","Fam13c"
"Dnajb4",0,0.813416959789468,0.897,0.584,0,"SMC_1","Dnajb4"
"Inhba",0,0.808524919484657,0.752,0.19,0,"SMC_1","Inhba"
"mt-Co3",0,0.80488539395484,0.999,0.996,0,"SMC_1","mt-Co3"
"Aopep",0,0.804684719513182,0.88,0.45,0,"SMC_1","Aopep"
"Atp2a2",0,0.80105561059278,0.964,0.772,0,"SMC_1","Atp2a2"
"Ttll7",0,0.796887719965915,0.711,0.125,0,"SMC_1","Ttll7"
"Perp",0,0.796174105880613,0.687,0.093,0,"SMC_1","Perp"
"Des",0,0.796011847012963,0.196,0.037,0,"SMC_1","Des"
"Atp2b4",0,0.7956754803785,0.859,0.433,0,"SMC_1","Atp2b4"
"Nudt4",0,0.795577294585757,0.962,0.657,0,"SMC_1","Nudt4"
"Ccdc3",0,0.794697786601574,0.67,0.186,0,"SMC_1","Ccdc3"
"4930523C07Rik",0,0.790653117715811,0.955,0.715,0,"SMC_1","4930523C07Rik"
"Actb",0,0.787843912773256,0.999,0.998,0,"SMC_1","Actb"
"Speg",0,0.785785311811969,0.673,0.082,0,"SMC_1","Speg"
"Cdc42ep3",0,0.783171537097033,0.866,0.381,0,"SMC_1","Cdc42ep3"
"Hspa2",0,0.780014149745162,0.766,0.251,0,"SMC_1","Hspa2"
"Vldlr",0,0.778221513210499,0.798,0.343,0,"SMC_1","Vldlr"
"Adgrl2",0,0.775812189087302,0.767,0.224,0,"SMC_1","Adgrl2"
"Marveld1",0,0.77190660089549,0.86,0.413,0,"SMC_1","Marveld1"
"Utrn",0,0.770948294094546,0.895,0.485,0,"SMC_1","Utrn"
"Plekhg3",0,0.770394891034215,0.726,0.24,0,"SMC_1","Plekhg3"
"Itga5",0,0.755257549437991,0.648,0.252,0,"SMC_1","Itga5"
"Pdlim4",0,0.752519784419846,0.769,0.276,0,"SMC_1","Pdlim4"
"2310022B05Rik",0,0.752496822246794,0.763,0.298,0,"SMC_1","2310022B05Rik"
"Cnn3",0,0.751609279164655,0.925,0.651,0,"SMC_1","Cnn3"
"Uchl1",0,0.748597013403804,0.692,0.22,0,"SMC_1","Uchl1"
"Kcnma1",0,0.745887990313693,0.647,0.097,0,"SMC_1","Kcnma1"
"Rrad",0,0.736732193541925,0.563,0.128,0,"SMC_1","Rrad"
"Pawr",0,0.734039965910592,0.636,0.086,0,"SMC_1","Pawr"
"Mark1",0,0.732338594984308,0.611,0.093,0,"SMC_1","Mark1"
"Pdcl3",0,0.72932411571503,0.909,0.547,0,"SMC_1","Pdcl3"
"Mbnl1",0,0.728966539002063,0.979,0.86,0,"SMC_1","Mbnl1"
"Pde5a",0,0.72725493817025,0.837,0.369,0,"SMC_1","Pde5a"
"Phldb2",0,0.726425786280167,0.726,0.278,0,"SMC_1","Phldb2"
"Hspa1a",0,0.72416774552077,0.779,0.37,0,"SMC_1","Hspa1a"
"Dpysl3",0,0.723485731360942,0.938,0.615,0,"SMC_1","Dpysl3"
"Ilk",0,0.722789954911725,0.929,0.68,0,"SMC_1","Ilk"
"Vim",0,0.716373435386854,1,0.983,0,"SMC_1","Vim"
"Emc8",0,0.708518640477088,0.81,0.361,0,"SMC_1","Emc8"
"Trp53inp1",0,0.707492150858617,0.697,0.277,0,"SMC_1","Trp53inp1"
"2200002D01Rik",0,0.706860899407685,0.496,0.056,0,"SMC_1","2200002D01Rik"
"Tgm2",0,0.705713242636442,0.816,0.349,0,"SMC_1","Tgm2"
"Arhgef17",0,0.705569392368583,0.702,0.196,0,"SMC_1","Arhgef17"
"Bnip2",0,0.703794879811132,0.941,0.7,0,"SMC_1","Bnip2"
"Cdkl5",0,0.701409581538175,0.596,0.137,0,"SMC_1","Cdkl5"
"Ptms",0,0.701285048868699,0.992,0.923,0,"SMC_1","Ptms"
"Wdr1",0,0.700350819761258,0.841,0.411,0,"SMC_1","Wdr1"
"Eln",0,0.699793106193563,0.982,0.659,0,"SMC_1","Eln"
"Plekho1",0,0.699567616137064,0.682,0.108,0,"SMC_1","Plekho1"
"Hsph1",0,0.699512100465976,0.774,0.435,0,"SMC_1","Hsph1"
"Map3k7cl",0,0.699099897402374,0.518,0.034,0,"SMC_1","Map3k7cl"
"Asb2",0,0.699072315348687,0.571,0.038,0,"SMC_1","Asb2"
"Ntrk3",0,0.697194529783443,0.725,0.201,0,"SMC_1","Ntrk3"
"Hip1",0,0.696819495142422,0.754,0.294,0,"SMC_1","Hip1"
"Napepld",0,0.695684614689016,0.598,0.093,0,"SMC_1","Napepld"
"Cd200",0,0.693886816017496,0.95,0.595,0,"SMC_1","Cd200"
"Itpr1",0,0.689253064334781,0.831,0.447,0,"SMC_1","Itpr1"
"Endod1",0,0.68860425187998,0.746,0.299,0,"SMC_1","Endod1"
"Tob2",0,0.687647353513692,0.862,0.505,0,"SMC_1","Tob2"
"Wtip",0,0.686233303771583,0.788,0.387,0,"SMC_1","Wtip"
"Tmem38b",0,0.683407951916661,0.704,0.189,0,"SMC_1","Tmem38b"
"Sun2",0,0.682041901445848,0.76,0.291,0,"SMC_1","Sun2"
"Anln",0,0.678723719675182,0.552,0.05,0,"SMC_1","Anln"
"mt-Nd4",0,0.678200880601218,0.997,0.992,0,"SMC_1","mt-Nd4"
"Thra",0,0.676887743353392,0.95,0.715,0,"SMC_1","Thra"
"Itga1",0,0.676055181216604,0.838,0.352,0,"SMC_1","Itga1"
"Eif4g2",0,0.674924530347914,0.98,0.875,0,"SMC_1","Eif4g2"
"Ndrg2",0,0.674491030520454,0.954,0.646,0,"SMC_1","Ndrg2"
"Cap2",0,0.669037510683451,0.622,0.083,0,"SMC_1","Cap2"
"Phtf2",0,0.659020494487452,0.589,0.09,0,"SMC_1","Phtf2"
"Inpp5a",0,0.65900051301481,0.726,0.224,0,"SMC_1","Inpp5a"
"Rhobtb1",0,0.654842281448875,0.645,0.205,0,"SMC_1","Rhobtb1"
"Alcam",0,0.654209134512544,0.776,0.336,0,"SMC_1","Alcam"
"mt-Atp6",0,0.654105830227511,1,0.998,0,"SMC_1","mt-Atp6"
"Osbpl3",0,0.652525667947991,0.566,0.08,0,"SMC_1","Osbpl3"
"Asap2",0,0.650455592337752,0.75,0.283,0,"SMC_1","Asap2"
"Rgs7bp",0,0.649949307780321,0.531,0.082,0,"SMC_1","Rgs7bp"
"Pkm",0,0.6476883569103,0.964,0.787,0,"SMC_1","Pkm"
"Ift43",0,0.646595711176612,0.822,0.418,0,"SMC_1","Ift43"
"Auts2",0,0.646516594978312,0.891,0.557,0,"SMC_1","Auts2"
"Xirp1",0,0.642908159107805,0.479,0.022,0,"SMC_1","Xirp1"
"Gm26632",0,0.63740270628589,0.555,0.082,0,"SMC_1","Gm26632"
"Fxyd1",0,0.636104511814094,0.981,0.816,0,"SMC_1","Fxyd1"
"Acsl1",0,0.635390793766776,0.606,0.122,0,"SMC_1","Acsl1"
"mt-Cytb",0,0.634120136172132,0.998,0.994,0,"SMC_1","mt-Cytb"
"Pdgfa",0,0.632306643388387,0.743,0.297,0,"SMC_1","Pdgfa"
"Cd59a",0,0.631747213352913,0.765,0.289,0,"SMC_1","Cd59a"
"Ybx1",0,0.631125689772856,0.989,0.954,0,"SMC_1","Ybx1"
"Camk2d",0,0.62873961013504,0.895,0.588,0,"SMC_1","Camk2d"
"Msn",0,0.62786314234048,0.959,0.802,0,"SMC_1","Msn"
"Pfn1",0,0.626862293301305,0.98,0.905,0,"SMC_1","Pfn1"
"Slc25a23",0,0.626016479214715,0.618,0.145,0,"SMC_1","Slc25a23"
"Cryab",0,0.624044723407423,0.957,0.696,0,"SMC_1","Cryab"
"Nes",0,0.622584551377183,0.675,0.174,0,"SMC_1","Nes"
"Pi15",0,0.622091344156468,0.869,0.463,0,"SMC_1","Pi15"
"Cox4i1",0,0.622026264993433,0.989,0.957,0,"SMC_1","Cox4i1"
"Ltbp1",0,0.616554086534565,0.948,0.619,0,"SMC_1","Ltbp1"
"Ryr2",0,0.614610428452545,0.513,0.043,0,"SMC_1","Ryr2"
"Hbegf",0,0.613569979502599,0.486,0.14,0,"SMC_1","Hbegf"
"Lnpep",0,0.612066207672969,0.886,0.614,0,"SMC_1","Lnpep"
"Aplp2",0,0.610683632787186,0.983,0.857,0,"SMC_1","Aplp2"
"Rgs4",0,0.610293086437107,0.456,0.046,0,"SMC_1","Rgs4"
"Ldhb",0,0.60679559020531,0.837,0.437,0,"SMC_1","Ldhb"
"Chmp4c",0,0.606792599385127,0.532,0.034,0,"SMC_1","Chmp4c"
"Ppp1r12c",0,0.605927740750576,0.78,0.369,0,"SMC_1","Ppp1r12c"
"Kmt5a",0,0.600190811945273,0.755,0.379,0,"SMC_1","Kmt5a"
"Dact3",0,0.598411641855453,0.805,0.405,0,"SMC_1","Dact3"
"Snta1",0,0.597678716445394,0.756,0.318,0,"SMC_1","Snta1"
"Cox7c",0,0.59714164437925,0.982,0.921,0,"SMC_1","Cox7c"
"Akap6",0,0.596737005463965,0.508,0.035,0,"SMC_1","Akap6"
"Ccdc42",0,0.596073140397014,0.417,0.093,0,"SMC_1","Ccdc42"
"Cnn2",0,0.595908393793107,0.863,0.464,0,"SMC_1","Cnn2"
"Dynll1",0,0.595718342276174,0.99,0.939,0,"SMC_1","Dynll1"
"Vasn",0,0.59156397835083,0.812,0.424,0,"SMC_1","Vasn"
"Rexo2",0,0.590801464321099,0.941,0.741,0,"SMC_1","Rexo2"
"Flnc",0,0.590153842172855,0.548,0.175,0,"SMC_1","Flnc"
"Fbxo30",0,0.589707231089279,0.632,0.235,0,"SMC_1","Fbxo30"
"Calm1",0,0.587255218374043,0.992,0.963,0,"SMC_1","Calm1"
"Fstl3",0,0.586072717415546,0.762,0.348,0,"SMC_1","Fstl3"
"Slc25a4",0,0.586019162413912,0.984,0.905,0,"SMC_1","Slc25a4"
"Cox6a1",0,0.584581651008061,0.95,0.781,0,"SMC_1","Cox6a1"
"Tsc22d1",0,0.582756729145486,0.922,0.53,0,"SMC_1","Tsc22d1"
"Higd1a",0,0.58265488463236,0.9,0.623,0,"SMC_1","Higd1a"
"Bri3",0,0.581760479024476,0.976,0.869,0,"SMC_1","Bri3"
"Bmp3",0,0.580144739934875,0.365,0.033,0,"SMC_1","Bmp3"
"Bicd1",0,0.576902686121465,0.646,0.249,0,"SMC_1","Bicd1"
"Itga7",0,0.575872823996382,0.517,0.038,0,"SMC_1","Itga7"
"Kalrn",0,0.573958198596767,0.534,0.071,0,"SMC_1","Kalrn"
"Ndufb7",0,0.572804801452399,0.945,0.726,0,"SMC_1","Ndufb7"
"Chd6",0,0.571856090807799,0.802,0.454,0,"SMC_1","Chd6"
"Ndufb3",0,0.570515470128515,0.925,0.669,0,"SMC_1","Ndufb3"
"Ehbp1l1",0,0.568466725416648,0.674,0.235,0,"SMC_1","Ehbp1l1"
"Serpini1",0,0.567887162929558,0.547,0.091,0,"SMC_1","Serpini1"
"Slc8a1",0,0.566890337281548,0.616,0.2,0,"SMC_1","Slc8a1"
"Wfdc1",0,0.566708876646978,0.911,0.524,0,"SMC_1","Wfdc1"
"Vasp",0,0.566504875724479,0.781,0.329,0,"SMC_1","Vasp"
"Fryl",0,0.56645081947789,0.677,0.248,0,"SMC_1","Fryl"
"Kctd10",0,0.565492455524554,0.805,0.415,0,"SMC_1","Kctd10"
"Asph",0,0.564310532876427,0.841,0.519,0,"SMC_1","Asph"
"Cox6c",0,0.563949731780903,0.987,0.932,0,"SMC_1","Cox6c"
"Camk2g",0,0.56331662258168,0.6,0.146,0,"SMC_1","Camk2g"
"Grb14",0,0.56262069026835,0.59,0.143,0,"SMC_1","Grb14"
"Unc5c",0,0.561447556894339,0.494,0.08,0,"SMC_1","Unc5c"
"Chd3",0,0.561201201767152,0.802,0.474,0,"SMC_1","Chd3"
"Macf1",0,0.554766029695379,0.949,0.773,0,"SMC_1","Macf1"
"Mfhas1",0,0.55091627425257,0.667,0.22,0,"SMC_1","Mfhas1"
"Vwc2",0,0.550048880873697,0.512,0.144,0,"SMC_1","Vwc2"
"Ext1",0,0.547690777448999,0.784,0.434,0,"SMC_1","Ext1"
"Rsu1",0,0.545446232744232,0.939,0.722,0,"SMC_1","Rsu1"
"Lypd8l",0,0.543408230162412,0.353,0.048,0,"SMC_1","Lypd8l"
"Fat1",0,0.543151402415355,0.745,0.365,0,"SMC_1","Fat1"
"Gapdh",0,0.538285742833861,0.985,0.936,0,"SMC_1","Gapdh"
"Unc45a",0,0.52865965544022,0.664,0.235,0,"SMC_1","Unc45a"
"Ccdc141",0,0.528554043055075,0.484,0.078,0,"SMC_1","Ccdc141"
"Arpc2",0,0.528423058560821,0.978,0.881,0,"SMC_1","Arpc2"
"Sorbs2",0,0.528134326278949,0.542,0.09,0,"SMC_1","Sorbs2"
"Mical2",0,0.525890488596281,0.825,0.447,0,"SMC_1","Mical2"
"Anxa6",0,0.52520857427426,0.895,0.621,0,"SMC_1","Anxa6"
"Capzb",0,0.520389620973742,0.929,0.693,0,"SMC_1","Capzb"
"Fry",0,0.519158733120804,0.767,0.335,0,"SMC_1","Fry"
"mt-Co2",0,0.516871599699606,0.998,0.996,0,"SMC_1","mt-Co2"
